flight_number,standard_time,estimated_time,location,airline,international,flight_status
BHA617,2023-08-17 12:10:00,"[{""time"": ""2023-08-17 12:10:00"", ""timestamp"": ""2023-08-17 12:15:03""}, {""time"": ""2023-08-17 12:48:00"", ""timestamp"": ""2023-08-17 13:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 13:15:02""}]"
BHA559,2023-08-17 16:25:00,"[{""time"": ""2023-08-17 16:25:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 16:15:02""}]"
H9559,2023-08-15 23:00:00,"[{""time"": ""2023-08-15 23:00:00"", ""timestamp"": ""2023-08-15 22:15:02""}]",Dammam,Himalaya Airlines,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-15 22:15:02""}]"
AI212,2023-08-15 21:45:00,"[{""time"": ""2023-08-15 21:45:00"", ""timestamp"": ""2023-08-15 22:15:02""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-15 22:15:02""}]"
SMA-301,2023-08-16 06:00:00,"[{""time"": ""2023-08-16 07:15:00"", ""timestamp"": ""2023-08-16 06:45:03""}]",Lukla,Summit Air,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-16 06:45:03""}]"
J9540,2023-08-16 07:30:00,"[{""time"": ""2023-08-16 07:30:00"", ""timestamp"": ""2023-08-16 05:45:08""}]",Kuwait,Jazeera,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 05:45:08""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-16 06:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 07:15:03""}]"
CX640,2023-08-16 01:15:00,"[{""time"": ""2023-08-16 01:15:00"", ""timestamp"": ""2023-08-16 01:45:03""}]",Hong Kong,Cathay Pacific,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 01:45:03""}]"
FZ574,2023-08-16 01:25:00,"[{""time"": ""2023-08-16 01:25:00"", ""timestamp"": ""2023-08-15 22:15:02""}]",Dubai,Flydubai,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 22:15:02""}]"
SQ441,2023-08-15 23:10:00,"[{""time"": ""2023-08-15 23:10:00"", ""timestamp"": ""2023-08-15 20:15:02""}]",Singapore,Singapore Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-15 21:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-15 22:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-15 23:15:03""}]"
TK727,2023-08-16 07:50:00,"[{""time"": ""2023-08-16 07:50:00"", ""timestamp"": ""2023-08-16 05:45:08""}]",Istanbul,Turkish Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 05:45:08""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-16 06:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 07:15:03""}]"
SHA735,2023-08-18 14:05:00,"[{""time"": ""2023-08-18 14:48:00"", ""timestamp"": ""2023-08-18 15:15:03""}]",Biratnagar,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 15:15:03""}]"
RA239,2023-08-15 23:00:00,"[{""time"": ""2023-08-15 23:00:00"", ""timestamp"": ""2023-08-15 20:15:02""}]",Doha,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-15 21:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-15 22:45:03""}]"
RA433,2023-08-15 23:00:00,"[{""time"": ""2023-08-15 23:00:00"", ""timestamp"": ""2023-08-15 20:15:02""}]",Narita,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-15 21:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-15 23:15:03""}]"
MH115,2023-08-15 23:30:00,"[{""time"": ""2023-08-15 23:30:00"", ""timestamp"": ""2023-08-15 21:15:02""}]",Kuala Lumpur,Malaysia Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 21:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-15 22:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-15 23:15:03""}]"
SQ441,2023-08-15 23:40:00,"[{""time"": ""2023-08-15 23:40:00"", ""timestamp"": ""2023-08-15 23:45:03""}]",Singapore,Singapore Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-15 23:45:03""}]"
CZ3068,2023-08-16 00:30:00,"[{""time"": ""2023-08-16 00:30:00"", ""timestamp"": ""2023-08-16 01:45:03""}]",Guangzhou,China Southern,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 01:45:03""}]"
3L044,2023-08-16 01:20:00,"[{""time"": ""2023-08-16 01:20:00"", ""timestamp"": ""2023-08-16 01:45:03""}]",Abu Dhabi,Air Arabia Abu  Dhabi,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 01:45:03""}]"
QR645,2023-08-16 02:20:00,"[{""time"": ""2023-08-16 02:20:00"", ""timestamp"": ""2023-08-16 03:15:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 03:15:02""}]"
QR645,2023-08-16 02:15:00,"[{""time"": ""2023-08-16 02:15:00"", ""timestamp"": ""2023-08-15 23:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 23:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 01:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-16 02:15:02""}]"
H9559,2023-08-16 00:30:00,"[{""time"": ""2023-08-16 00:30:00"", ""timestamp"": ""2023-08-15 22:45:03""}]",Dammam,Himalaya Airlines,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-15 22:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-16 00:15:03""}]"
CX640,2023-08-16 00:35:00,"[{""time"": ""2023-08-16 00:35:00"", ""timestamp"": ""2023-08-15 20:15:02""}]",Hong Kong,Cathay Pacific,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-15 20:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-15 23:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 00:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-16 00:45:04""}]"
3L044,2023-08-16 00:45:00,"[{""time"": ""2023-08-16 00:45:00"", ""timestamp"": ""2023-08-15 22:15:02""}]",Abu Dhabi,Air Arabia Abu  Dhabi,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 22:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 00:45:04""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-16 01:15:02""}]"
FZ574,2023-08-16 02:40:00,"[{""time"": ""2023-08-16 02:40:00"", ""timestamp"": ""2023-08-15 23:15:03""}]",Dubai,Flydubai,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-15 23:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 02:15:02""}]"
FZ574,2023-08-16 02:55:00,"[{""time"": ""2023-08-16 02:55:00"", ""timestamp"": ""2023-08-16 03:15:02""}]",Dubai,Flydubai,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 03:15:02""}]"
H9559,2023-08-16 01:10:00,"[{""time"": ""2023-08-16 01:10:00"", ""timestamp"": ""2023-08-16 01:45:03""}]",Dammam,Himalaya Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 01:45:03""}]"
H9563,2023-08-19 22:55:00,"[{""time"": ""2023-08-19 22:55:00"", ""timestamp"": ""2023-08-19 23:15:02""}]",Doha,Himalaya Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 23:15:02""}]"
BHA375,2023-08-18 14:20:00,"[{""time"": ""2023-08-18 14:42:00"", ""timestamp"": ""2023-08-18 15:15:03""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 15:15:03""}]"
SQ441,2023-08-19 23:05:00,"[{""time"": ""2023-08-19 23:05:00"", ""timestamp"": ""2023-08-19 23:15:02""}]",Singapore,Singapore Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 23:15:02""}]"
QR653,2023-08-17 12:32:00,"[{""time"": ""2023-08-17 12:32:00"", ""timestamp"": ""2023-08-17 12:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 12:45:03""}]"
RA239,2023-08-19 23:25:00,"[{""time"": ""2023-08-19 23:25:00"", ""timestamp"": ""2023-08-19 23:45:02""}]",Doha,Nepal Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 23:45:02""}]"
STA601,2023-08-16 06:00:00,"[{""time"": ""2023-08-16 07:30:00"", ""timestamp"": ""2023-08-16 06:45:03""}]",Lukla,Sita Air,f,"[{""status"": ""Delay due to weather"", ""timestamp"": ""2023-08-16 06:45:03""}]"
BHA100,2023-08-16 06:15:00,"[{""time"": ""2023-08-16 06:30:00"", ""timestamp"": ""2023-08-16 06:45:03""}, {""time"": ""2023-08-16 07:00:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Mountain Flight,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 06:45:03""}, {""status"": ""Diverted to kathnamdu"", ""timestamp"": ""2023-08-16 07:15:03""}]"
BHA200,2023-08-16 06:15:00,"[{""time"": ""2023-08-16 07:00:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Mountain Flight,Buddha Air,f,"[{""status"": ""Cancelled"", ""timestamp"": ""2023-08-16 07:15:03""}]"
RA113,2023-08-16 06:15:00,"[{""time"": ""2023-08-16 07:30:00"", ""timestamp"": ""2023-08-16 06:45:03""}]",Thamkharka,Nepal Airlines,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-16 06:45:03""}]"
NYT301,2023-08-16 06:20:00,"[{""time"": ""2023-08-16 06:20:00"", ""timestamp"": ""2023-08-16 06:45:03""}]",Mountain Flight,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 06:45:03""}]"
BHA551,2023-08-16 06:30:00,"[{""time"": ""2023-08-16 06:30:00"", ""timestamp"": ""2023-08-16 06:45:03""}, {""time"": ""2023-08-16 06:52:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 06:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 07:15:03""}]"
SHA601,2023-08-16 06:30:00,"[{""time"": ""2023-08-16 06:30:00"", ""timestamp"": ""2023-08-16 06:45:03""}]",Mountain Flight,Shree Airlines,f,"[{""status"": ""Cancelled"", ""timestamp"": ""2023-08-16 06:45:03""}]"
TRA111,2023-08-16 06:30:00,"[{""time"": ""2023-08-16 07:03:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Lukla,Tara Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 07:15:03""}]"
BHA351,2023-08-16 06:50:00,"[{""time"": ""2023-08-16 06:50:00"", ""timestamp"": ""2023-08-16 06:45:03""}, {""time"": ""2023-08-16 07:07:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 06:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 07:15:03""}]"
FZ1134,2023-08-16 08:50:00,"[{""time"": ""2023-08-16 08:50:00"", ""timestamp"": ""2023-08-16 05:45:08""}]",Dubai,Flydubai,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 05:45:08""}]"
KB204,2023-08-16 08:55:00,"[{""time"": ""2023-08-16 08:55:00"", ""timestamp"": ""2023-08-16 05:45:08""}]",Delhi,Druk Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 05:45:08""}]"
QR649,2023-08-16 09:00:00,"[{""time"": ""2023-08-16 09:00:00"", ""timestamp"": ""2023-08-16 05:45:08""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 05:45:08""}]"
RA117D,2023-08-16 08:15:00,"[{""time"": ""2023-08-16 09:15:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Phaplu,Nepal Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 09:15:03""}]"
G9537,2023-08-16 10:00:00,"[{""time"": ""2023-08-16 10:00:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Sharjah,Air Arabia,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 07:15:03""}]"
BHA501,2023-08-16 07:45:00,"[{""time"": ""2023-08-16 08:50:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Janakpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
BHA281,2023-08-16 08:00:00,"[{""time"": ""2023-08-16 08:53:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Tumlingtar,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
BHA651,2023-08-16 08:00:00,"[{""time"": ""2023-08-16 08:52:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Pokhara,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
NYT531,2023-08-16 08:15:00,"[{""time"": ""2023-08-16 08:57:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Simara Airport,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
SHA431,2023-08-16 08:15:00,"[{""time"": ""2023-08-16 08:59:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
BHA451,2023-08-16 08:20:00,"[{""time"": ""2023-08-16 08:57:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
SHA221,2023-08-16 08:25:00,"[{""time"": ""2023-08-16 09:02:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
NYT787,2023-08-16 08:30:00,"[{""time"": ""2023-08-16 09:00:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
H9573,2023-08-16 09:25:00,"[{""time"": ""2023-08-16 09:25:00"", ""timestamp"": ""2023-08-16 06:45:03""}]",Riyadh,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 06:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 09:15:03""}]"
AI214,2023-08-16 10:05:00,"[{""time"": ""2023-08-16 10:05:00"", ""timestamp"": ""2023-08-16 07:15:03""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 07:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-16 09:15:03""}]"
TRA115,2023-08-16 08:05:00,"[{""time"": ""2023-08-16 09:00:00"", ""timestamp"": ""2023-08-16 09:45:08""}, {""time"": ""2023-08-16 10:30:00"", ""timestamp"": ""2023-08-16 10:15:03""}]",Lukla,Tara Air,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
QR647,2023-08-16 18:00:00,"[{""time"": ""2023-08-16 18:00:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 14:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-16 16:45:07""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 17:46:08""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-16 18:15:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-16 18:45:02""}]"
BHA859,2023-08-16 15:45:00,"[{""time"": ""2023-08-16 16:15:00"", ""timestamp"": ""2023-08-16 16:45:07""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 16:45:07""}]"
STA603,2023-08-16 07:20:00,"[{""time"": ""2023-08-16 09:45:00"", ""timestamp"": ""2023-08-16 09:45:08""}, {""time"": ""2023-08-16 10:20:00"", ""timestamp"": ""2023-08-16 10:45:03""}]",Lukla,Sita Air,f,"[{""status"": ""Delay due to weather"", ""timestamp"": ""2023-08-16 09:15:03""}, {""status"": ""Cancelled"", ""timestamp"": ""2023-08-16 10:45:03""}]"
BHA855,2023-08-17 11:30:00,"[{""time"": ""2023-08-17 12:05:00"", ""timestamp"": ""2023-08-17 12:15:03""}, {""time"": ""2023-08-17 12:51:00"", ""timestamp"": ""2023-08-17 13:15:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 13:15:02""}]"
AI216,2023-08-16 15:57:00,"[{""time"": ""2023-08-16 15:57:00"", ""timestamp"": ""2023-08-16 16:45:07""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 16:45:07""}]"
BHA251,2023-08-16 08:45:00,"[{""time"": ""2023-08-16 09:07:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Dhangadhi,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
BHA605,2023-08-16 08:55:00,"[{""time"": ""2023-08-16 09:11:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Pokhara,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:15:03""}]"
BHA371,2023-08-16 09:20:00,"[{""time"": ""2023-08-16 09:31:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:45:08""}]"
BHA653,2023-08-16 13:20:00,"[{""time"": ""2023-08-16 14:30:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 14:45:03""}]"
SHA823,2023-08-16 13:20:00,"[{""time"": ""2023-08-16 14:05:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Bhairahawa,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 14:15:02""}]"
NYT925,2023-08-16 13:25:00,"[{""time"": ""2023-08-16 14:33:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Bhadrapur,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 14:45:03""}]"
BHA373,2023-08-16 13:50:00,"[{""time"": ""2023-08-16 14:30:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 14:45:03""}]"
BHA505,2023-08-16 13:50:00,"[{""time"": ""2023-08-16 14:25:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Janakpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 14:45:03""}]"
BHA707,2023-08-16 14:00:00,"[{""time"": ""2023-08-16 14:00:00"", ""timestamp"": ""2023-08-16 14:45:03""}, {""time"": ""2023-08-16 14:59:00"", ""timestamp"": ""2023-08-16 15:15:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 14:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 15:15:02""}]"
NYT891,2023-08-16 09:10:00,"[{""time"": ""2023-08-16 09:55:00"", ""timestamp"": ""2023-08-16 10:15:03""}, {""time"": ""2023-08-16 10:34:00"", ""timestamp"": ""2023-08-16 11:15:02""}]",Bhairahawa,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 11:15:02""}]"
SHA735,2023-08-16 14:05:00,"[{""time"": ""2023-08-16 14:25:00"", ""timestamp"": ""2023-08-16 14:45:03""}, {""time"": ""2023-08-16 14:56:00"", ""timestamp"": ""2023-08-16 15:15:02""}]",Biratnagar,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 14:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 15:15:02""}]"
BHA703,2023-08-16 09:50:00,"[{""time"": ""2023-08-16 10:10:00"", ""timestamp"": ""2023-08-16 10:15:03""}, {""time"": ""2023-08-16 10:43:00"", ""timestamp"": ""2023-08-16 11:15:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 11:15:02""}]"
NYT571,2023-08-17 11:40:00,"[{""time"": ""2023-08-17 12:35:00"", ""timestamp"": ""2023-08-17 12:45:03""}]",Janakpur,Yeti Airlines,f,"[{""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-17 12:45:03""}]"
BHA375,2023-08-16 14:20:00,"[{""time"": ""2023-08-16 14:20:00"", ""timestamp"": ""2023-08-16 14:45:03""}, {""time"": ""2023-08-16 14:47:00"", ""timestamp"": ""2023-08-16 15:15:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 14:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 15:15:02""}]"
BHA355,2023-08-16 10:15:00,"[{""time"": ""2023-08-16 10:15:00"", ""timestamp"": ""2023-08-16 10:15:03""}, {""time"": ""2023-08-16 10:39:00"", ""timestamp"": ""2023-08-16 11:15:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 11:15:02""}]"
BHA503,2023-08-16 10:25:00,"[{""time"": ""2023-08-16 10:25:00"", ""timestamp"": ""2023-08-16 10:45:03""}, {""time"": ""2023-08-16 10:51:00"", ""timestamp"": ""2023-08-16 11:15:02""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 11:15:02""}]"
BHA655,2023-08-16 14:20:00,"[{""time"": ""2023-08-16 14:20:00"", ""timestamp"": ""2023-08-16 14:45:03""}, {""time"": ""2023-08-16 14:57:00"", ""timestamp"": ""2023-08-16 15:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 14:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 15:15:02""}]"
6E1154,2023-08-16 14:25:00,"[{""time"": ""2023-08-16 14:25:00"", ""timestamp"": ""2023-08-16 14:45:03""}]",Delhi,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 14:45:03""}]"
BHA555,2023-08-17 12:10:00,"[{""time"": ""2023-08-17 12:25:00"", ""timestamp"": ""2023-08-17 12:45:03""}, {""time"": ""2023-08-17 12:59:00"", ""timestamp"": ""2023-08-17 13:15:02""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 13:15:02""}]"
BHA607,2023-08-16 09:20:00,"[{""time"": ""2023-08-16 09:20:00"", ""timestamp"": ""2023-08-16 10:15:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:15:03""}]"
NYT675,2023-08-16 09:50:00,"[{""time"": ""2023-08-16 09:50:00"", ""timestamp"": ""2023-08-16 10:15:03""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:15:03""}]"
G9537,2023-08-16 10:15:00,"[{""time"": ""2023-08-16 10:15:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Sharjah,Air Arabia,t,"[{""status"": ""Security Check"", ""timestamp"": ""2023-08-16 09:45:08""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:15:03""}]"
FZ1134,2023-08-16 09:40:00,"[{""time"": ""2023-08-16 09:40:00"", ""timestamp"": ""2023-08-16 09:45:08""}]",Dubai,Flydubai,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 09:45:08""}]"
H9573,2023-08-16 09:50:00,"[{""time"": ""2023-08-16 09:50:00"", ""timestamp"": ""2023-08-16 10:15:03""}]",Riyadh,Himalaya Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 10:15:03""}]"
AI214,2023-08-16 10:10:00,"[{""time"": ""2023-08-16 10:10:00"", ""timestamp"": ""2023-08-16 10:15:03""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-16 10:15:03""}]"
BHA553,2023-08-16 10:30:00,"[{""time"": ""2023-08-16 10:40:00"", ""timestamp"": ""2023-08-16 10:45:03""}, {""time"": ""2023-08-16 11:23:00"", ""timestamp"": ""2023-08-16 11:45:34""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-16 10:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-16 11:45:34""}]"
