,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,FlightNumber,OrigDest,Airline,STADate,STATime,ETADate,ETATime,FlightStatus,IntDom,late
1250,1250,1250,1250,2483,BHA504,Janakpur,Buddha Air,2023-04-08, 12:05:00,2023-04-08, 12:51:00,Landed,0,46.0
1251,1251,1251,1251,2484,UL181,Colombo,SriLankan Airlines,2023-04-08, 12:15:00,2023-04-08, 12:15:00,Completed,1,0.0
1252,1252,1252,1252,2485,BHA610,Pokhara,Buddha Air,2023-04-08, 12:20:00,2023-04-08, 12:47:00,Landed,0,27.0
1253,1253,1253,1253,2486,SHA658,Pokhara,Shree Airlines,2023-04-08, 12:20:00,2023-04-08, 13:27:00,Landed,0,67.0
1254,1254,1254,1254,2487,WE319,Bangkok,THAI Smile,2023-04-08, 12:25:00,2023-04-08, 13:02:00,Landed,1,37.0
1255,1255,1255,1255,2488,NYT892,Bhairahawa,Yeti Airlines,2023-04-08, 12:35:00,2023-04-08, 13:33:00,Landed,0,58.0
1256,1256,1256,1256,2489,NYT792,Biratnagar,Yeti Airlines,2023-04-08, 12:40:00,2023-04-08, 13:33:00,Landed,0,53.0
1257,1257,1257,1257,2490,BHA612,Pokhara,Buddha Air,2023-04-08, 12:45:00,2023-04-08, 13:37:00,Landed,0,52.0
1258,1258,1258,1258,2491,BHA954,Bhadrapur,Buddha Air,2023-04-08, 13:00:00,2023-04-08, 13:33:00,Landed,0,33.0
1259,1259,1259,1259,2492,6E1153,Delhi,IndiGo,2023-04-08, 13:05:00,2023-04-08, 13:08:00,Landed,1,3.0
1260,1260,1260,1260,2493,BHA358,Bharatpur,Buddha Air,2023-04-08, 13:10:00,2023-04-08, 13:36:00,Landed,0,26.0
1261,1261,1261,1261,2494,SAU724,Biratnagar,Saurya Airlines,2023-04-08, 13:10:00,2023-04-08, 13:23:00,Landed,0,13.0
1262,1262,1262,1262,2495,AI247,Kolkata,Air India,2023-04-08, 13:35:00,2023-04-08, 13:15:00,Landed,1,-20.0
1263,1263,1263,1263,2499,SHA224,Dhangadhi,Shree Airlines,2023-04-08, 13:40:00,2023-04-08, 14:30:00,Landed,0,50.0
1264,1264,1264,1264,2500,BHA618,Pokhara,Buddha Air,2023-04-08, 13:45:00,2023-04-08, 14:31:00,Landed,0,46.0
1265,1265,1265,1265,2501,SG7658,Kolkata,Spicejet,2023-04-08, 14:10:00,2023-04-08, 13:46:00,Completed,1,-24.0
1266,1266,1266,1266,2502,6E1157,Mumbai,IndiGo,2023-04-08, 14:20:00,2023-04-08, 14:04:00,Landed,1,-16.0
1267,1267,1267,1267,2503,AI215,Delhi,Air India,2023-04-08, 14:50:00,2023-04-08, 14:28:00,Landed,1,-22.0
1268,1268,1268,1268,2511,BHA606,Pokhara,Buddha Air,2023-04-08, 14:00:00,2023-04-08, 14:50:00,Landed,0,50.0
1269,1269,1269,1269,2512,BHA654,Pokhara,Buddha Air,2023-04-08, 14:55:00,2023-04-08, 15:27:00,Landed,0,32.0
1270,1270,1270,1270,2513,BHA172,Rajbiraj,Buddha Air,2023-04-08, 15:00:00,2023-04-08, 15:03:00,Landed,0,3.0
1271,1271,1271,1271,2514,BHA374,Bharatpur,Buddha Air,2023-04-08, 15:00:00,2023-04-08, 15:30:00,Landed,0,30.0
1272,1272,1272,1272,2515,FZ539,Dubai,Flydubai,2023-04-08, 15:00:00,2023-04-08, 14:22:00,Landed,1,-38.0
1273,1273,1273,1273,2516,SAU912,Bhadrapur,Saurya Airlines,2023-04-08, 15:05:00,2023-04-08, 15:25:00,Landed,0,20.0
1274,1274,1274,1274,2517,6E1155,Delhi,IndiGo,2023-04-08, 15:30:00,2023-04-08, 15:16:00,Landed,1,-14.0
1275,1275,1275,1275,2519,SHA736,Biratnagar,Shree Airlines,2023-04-08, 14:20:00,2023-04-08, 16:17:00,Landed,0,117.0
1276,1276,1276,1276,2520,SHA826,Bhairahawa,Shree Airlines,2023-04-08, 14:30:00,2023-04-08, 16:40:00,Landed,0,130.0
1277,1277,1277,1277,2521,NYT926,Bhadrapur,Yeti Airlines,2023-04-08, 14:55:00,2023-04-08, 16:32:00,Landed,0,97.0
1278,1278,1278,1278,2522,NYT422,Nepalgunj,Yeti Airlines,2023-04-08, 15:00:00,2023-04-08, 16:25:00,Landed,0,85.0
1279,1279,1279,1279,2523,RA434,Narita,Nepal Airlines,2023-04-08, 15:00:00,2023-04-08, 16:37:00,Landed,1,97.0
1280,1280,1280,1280,2524,BHA858,Bhairahawa,Buddha Air,2023-04-08, 15:05:00,2023-04-08, 16:10:00,Landed,0,65.0
1281,1281,1281,1281,2525,NYT782,Biratnagar,Yeti Airlines,2023-04-08, 15:30:00,2023-04-08, 16:42:00,Landed,0,72.0
1282,1282,1282,1282,2526,BHA708,Biratnagar,Buddha Air,2023-04-08, 15:55:00,2023-04-08, 16:30:00,Landed,0,35.0
1283,1283,1283,1283,2527,UK155,Delhi,Vistara,2023-04-08, 16:00:00,2023-04-08, 15:46:00,Landed,1,-14.0
1284,1284,1284,1284,2528,QR646,Doha,Qatar Airways,2023-04-08, 16:45:00,2023-04-08, 16:06:00,Landed,1,-39.0
1285,1285,1285,1285,2532,BHA508,Janakpur,Buddha Air,2023-04-08, 17:00:00,2023-04-08, 17:32:00,Landed,0,32.0
1286,1286,1286,1286,2533,SL220,Bangkok,Thai Lion,2023-04-08, 17:20:00,2023-04-08, 17:07:00,Landed,1,-13.0
1287,1287,1287,1287,2534,BHA136,Surkhet,Buddha Air,2023-04-08, 17:40:00,2023-04-08, 17:37:00,Landed,0,-3.0
1288,1288,1288,1288,2535,BHA710,Biratnagar,Buddha Air,2023-04-08, 18:00:00,2023-04-08, 17:28:00,Landed,0,-32.0
1289,1289,1289,1289,2538,CZ3067,Guangzhou,China Southern,2023-04-08, 18:15:00,2023-04-08, 18:28:00,Landed,1,13.0
1290,1290,1290,1290,2542,NYT794,Biratnagar,Yeti Airlines,2023-04-08, 17:40:00,2023-04-08, 19:04:00,Landed,0,84.0
1291,1291,1291,1291,2543,BHA802,Bhairahawa,Buddha Air,2023-04-08, 18:35:00,2023-04-08, 19:10:00,Landed,0,35.0
1292,1292,1292,1292,2544,BHA564,Simara Airport,Buddha Air,2023-04-08, 18:45:00,2023-04-08, 19:18:00,Landed,0,33.0
1293,1293,1293,1293,2545,NYT894,Bhairahawa,Yeti Airlines,2023-04-08, 18:45:00,2023-04-08, 19:15:00,Landed,0,30.0
1294,1294,1294,1294,2546,BHA512,Janakpur,Buddha Air,2023-04-08, 19:00:00,2023-04-08, 18:57:00,Landed,0,-3.0
1295,1295,1295,1295,2547,NYT574,Janakpur,Yeti Airlines,2023-04-08, 19:20:00,2023-04-08, 20:29:00,Landed,0,69.0
1296,1296,1296,1296,2548,BHA714,Biratnagar,Buddha Air,2023-04-08, 19:55:00,2023-04-08, 20:32:00,Landed,0,37.0
1297,1297,1297,1297,2549,AI211,Delhi,Air India,2023-04-08, 20:35:00,2023-04-08, 20:24:00,Landed,1,-11.0
1298,1298,1298,1298,2550,RA226,Banglore,Nepal Airlines,2023-04-08, 20:45:00,2023-04-08, 20:40:00,Landed,1,-5.0
1299,1299,1299,1299,2551,SHA436,Nepalgunj,Shree Airlines,2023-04-08, 19:00:00,2023-04-08, 20:58:00,Landed,0,118.0
1300,1300,1300,1300,2552,BHA256,Dhangadhi,Buddha Air,2023-04-08, 20:35:00,2023-04-08, 21:05:00,Landed,0,30.0
1301,1301,1301,1301,2553,BHA410,Nepalgunj,Buddha Air,2023-04-08, 20:35:00,2023-04-08, 21:07:00,Landed,0,32.0
1302,1302,1302,1302,2554,BHA716,Biratnagar,Buddha Air,2023-04-08, 20:35:00,2023-04-08, 21:17:00,Landed,0,42.0
1303,1303,1303,1303,2555,BHA664,Pokhara,Buddha Air,2023-04-08, 20:50:00,2023-04-08, 21:21:00,Landed,0,31.0
1304,1304,1304,1304,2556,OD182,Kuala Lumpur,Batik Air,2023-04-08, 20:50:00,2023-04-08, 20:48:00,Completed,1,-2.0
1305,1305,1305,1305,2557,H9891,Kuala Lumpur,Himalaya Airlines,2023-04-08, 21:00:00,2023-04-08, 21:15:00,Landed,1,15.0
1306,1306,1306,1306,2558,BHA808,Bhairahawa,Buddha Air,2023-04-08, 21:10:00,2023-04-08, 21:24:00,Landed,0,14.0
1307,1307,1307,1307,2561,G9530,Sharjah,Air Arabia,2023-04-08, 22:00:00,2023-04-08, 21:57:00,Landed,1,-3.0
1308,1308,1308,1308,2562,CX603,Hong Kong,Cathay Pacific,2023-04-08, 22:10:00,2023-04-08, 21:50:00,Landed,1,-20.0
1309,1309,1309,1309,2563,SQ442,Singapore,Singapore Airlines,2023-04-08, 22:10:00,2023-04-08, 22:22:00,Landed,1,12.0
1310,1310,1310,1310,2564,RA410,Hong Kong,Nepal Airlines,2023-04-08, 22:30:00,2023-04-08, 22:40:00,Landed,1,10.0
1311,1311,1311,1311,2575,RA218,Delhi,Nepal Airlines,2023-04-08, 22:15:00,2023-04-08, 23:25:00,Landed,1,70.0
1312,1312,1312,1312,2585,FZ573,Dubai,Flydubai,2023-04-09, 00:25:00,2023-04-09, 23:58:00,Landed,1,1413.0
1313,1313,1313,1313,2586,QR644,Doha,Qatar Airways,2023-04-09, 01:00:00,2023-04-09, 00:16:00,Landed,1,-44.0
1314,1314,1314,1314,2587,J91539,Kuwait,Jazeera,2023-04-09, 01:45:00,2023-04-09, 01:21:00,Landed,1,-24.0
1315,1315,1315,1315,2602,H9873,Kuala Lumpur,Himalaya Airlines,2023-04-09, 06:15:00,2023-04-09, 06:15:00,Completed,1,0.0
1316,1316,1316,1316,2603,KU391,Kuwait,Kuwait Airlines,2023-04-09, 06:20:00,2023-04-09, 06:16:00,Landed,1,-4.0
1317,1317,1317,1317,2604,SHA1601,Mountain Flight,Shree Airlines,2023-04-09, 07:05:00,2023-04-09, 07:36:00,Landed,0,31.0
1318,1318,1318,1318,2605,BHA100,Mountain Flight,Buddha Air,2023-04-09, 07:30:00,2023-04-09, 07:30:00,Landed,0,0.0
1319,1319,1319,1319,2608,BHA806,Bhairahawa,Buddha Air,2023-04-09, 07:00:00,2023-04-09, 07:55:00,Landed,0,55.0
1320,1320,1320,1320,2609,BHA960,Bhadrapur,Buddha Air,2023-04-09, 07:00:00,2023-04-09, 08:00:00,Landed,0,60.0
1321,1321,1321,1321,2610,SHA601,Mountain Flight,Shree Airlines,2023-04-09, 07:20:00,2023-04-09, 08:21:00,Landed,0,61.0
1322,1322,1322,1322,2611,BHA300,Mountain Flight,Buddha Air,2023-04-09, 07:30:00,2023-04-09, 07:48:00,Landed,0,18.0
1323,1323,1323,1323,2612,NYT1301,Mountain Flight,Yeti Airlines,2023-04-09, 07:35:00,2023-04-09, 08:05:00,Landed,0,30.0
1324,1324,1324,1324,2613,BHA552,Simara Airport,Buddha Air,2023-04-09, 07:50:00,2023-04-09, 08:10:00,Landed,0,20.0
1325,1325,1325,1325,2614,FZ1133,Dubai,Flydubai,2023-04-09, 07:50:00,2023-04-09, 07:45:00,Landed,1,-5.0
1326,1326,1326,1326,2615,RA416,Kuala Lumpur,Nepal Airlines,2023-04-09, 08:10:00,2023-04-09, 08:40:00,Landed,1,30.0
1327,1327,1327,1327,2616,KB400,Paro,Druk Air,2023-04-09, 08:40:00,2023-04-09, 08:37:00,Landed,1,-3.0
1328,1328,1328,1328,2621,SHA440,Nepalgunj,Shree Airlines,2023-04-09, 07:45:00,2023-04-09, 09:26:00,Landed,0,101.0
1329,1329,1329,1329,2622,SHA228,Dhangadhi,Shree Airlines,2023-04-09, 07:55:00,2023-04-09, 09:21:00,Landed,0,86.0
1330,1330,1330,1330,2623,BHA352,Bharatpur,Buddha Air,2023-04-09, 08:00:00,2023-04-09, 08:33:00,Landed,0,33.0
1331,1331,1331,1331,2624,BHA602,Pokhara,Buddha Air,2023-04-09, 08:35:00,2023-04-09, 08:43:00,Landed,0,8.0
1332,1332,1332,1332,2625,RA128,Ilam,Nepal Airlines,2023-04-09, 08:45:00,2023-04-09, 09:20:00,Landed,1,35.0
1333,1333,1333,1333,2626,H9560,Dammam,Himalaya Airlines,2023-04-09, 08:55:00,2023-04-09, 09:07:00,Landed,1,12.0
1334,1334,1334,1334,2627,G9536,Sharjah,Air Arabia,2023-04-09, 09:20:00,2023-04-09, 09:04:00,Landed,1,-16.0
1335,1335,1335,1335,2628,AI213,Delhi,Air India,2023-04-09, 09:25:00,2023-04-09, 09:13:00,Landed,1,-12.0
1336,1336,1336,1336,2629,QR652,Doha,Qatar Airways,2023-04-09, 09:40:00,2023-04-09, 09:40:00,Landed,1,0.0
1337,1337,1337,1337,2633,SHA656,Pokhara,Shree Airlines,2023-04-09, 08:50:00,2023-04-09, 10:03:00,Landed,0,73.0
1338,1338,1338,1338,2634,BHA502,Janakpur,Buddha Air,2023-04-09, 08:55:00,2023-04-09, 10:00:00,Landed,0,65.0
1339,1339,1339,1339,2635,BHA604,Pokhara,Buddha Air,2023-04-09, 09:05:00,2023-04-09, 09:52:00,Landed,0,47.0
1340,1340,1340,1340,2636,H9564,Doha,Himalaya Airlines,2023-04-09, 09:05:00,2023-04-09, 09:57:00,Landed,1,52.0
1341,1341,1341,1341,2637,BHA356,Bharatpur,Buddha Air,2023-04-09, 09:20:00,2023-04-09, 10:20:00,Landed,0,60.0
1342,1342,1342,1342,2638,H9566,Dubai,Himalaya Airlines,2023-04-09, 09:25:00,2023-04-09, 09:46:00,Landed,1,21.0
1343,1343,1343,1343,2639,BHA852,Bhairahawa,Buddha Air,2023-04-09, 09:40:00,2023-04-09, 10:35:00,Landed,0,55.0
1344,1344,1344,1344,2640,BHA702,Biratnagar,Buddha Air,2023-04-09, 09:45:00,2023-04-09, 10:12:00,Landed,0,27.0
1345,1345,1345,1345,2641,BHA952,Bhadrapur,Buddha Air,2023-04-09, 09:45:00,2023-04-09, 10:23:00,Landed,0,38.0
1346,1346,1346,1346,2642,BHA652,Pokhara,Buddha Air,2023-04-09, 09:55:00,2023-04-09, 10:17:00,Landed,0,22.0
1347,1347,1347,1347,2643,RA240,Doha,Nepal Airlines,2023-04-09, 10:10:00,2023-04-09, 10:28:00,Landed,1,18.0
1348,1348,1348,1348,2644,UK151,Mumbai,Vistara,2023-04-09, 10:10:00,2023-04-09, 10:10:00,Landed,1,0.0
1349,1349,1349,1349,2645,BHA134,Surkhet,Buddha Air,2023-04-09, 10:15:00,2023-04-09, 10:36:00,Landed,0,21.0
1350,1350,1350,1350,2646,B3773,Paro,Bhutan Airlines,2023-04-09, 10:30:00,2023-04-09, 10:30:00,Completed,1,0.0
1351,1351,1351,1351,2648,RA230,Dubai,Nepal Airlines,2023-04-09, 09:45:00,2023-04-09, 10:48:00,Landed,1,63.0
1352,1352,1352,1352,2649,NYT532,Simara Airport,Yeti Airlines,2023-04-09, 10:00:00,2023-04-09, 11:03:00,Landed,0,63.0
1353,1353,1353,1353,2650,NYT676,Pokhara,Yeti Airlines,2023-04-09, 10:30:00,2023-04-09, 11:25:00,Landed,0,55.0
1354,1354,1354,1354,2651,CA437,Tianfu,Air China,2023-04-09, 11:05:00,2023-04-09, 11:43:00,Landed,1,38.0
1355,1355,1355,1355,2653,SAU676,Pokhara,Saurya Airlines,2023-04-09, 09:35:00,2023-04-09, 11:43:00,Landed,0,128.0
1356,1356,1356,1356,2654,SHA822,Bhairahawa,Shree Airlines,2023-04-09, 09:45:00,2023-04-09, 11:52:00,Landed,0,127.0
1357,1357,1357,1357,2655,NYT788,Biratnagar,Yeti Airlines,2023-04-09, 10:40:00,2023-04-09, 11:40:00,Landed,0,60.0
1358,1358,1358,1358,2656,SHA732,Biratnagar,Shree Airlines,2023-04-09, 10:40:00,2023-04-09, 12:22:00,Landed,0,102.0
1359,1359,1359,1359,2657,BHA854,Bhairahawa,Buddha Air,2023-04-09, 11:35:00,2023-04-09, 11:56:00,Landed,0,21.0
1360,1360,1360,1360,2658,BHA504,Janakpur,Buddha Air,2023-04-09, 11:40:00,2023-04-09, 12:33:00,Landed,0,53.0
1361,1361,1361,1361,2659,BHA372,Bharatpur,Buddha Air,2023-04-09, 11:50:00,2023-04-09, 12:14:00,Landed,0,24.0
1362,1362,1362,1362,2660,UL181,Colombo,SriLankan Airlines,2023-04-09, 12:15:00,2023-04-09, 11:51:00,Completed,1,-24.0
1363,1363,1363,1363,2661,RA206,Delhi,Nepal Airlines,2023-04-09, 12:40:00,2023-04-09, 12:30:00,Landed,1,-10.0
1364,1364,1364,1364,2662,OD184,Kuala Lumpur,Batik Air,2023-04-09, 12:55:00,2023-04-09, 12:38:00,Landed,1,-17.0
1365,1365,1365,1365,2663,3U3901,Tianfu,Sichuan Airlines,2023-04-09, 14:30:00,2023-04-09, 14:30:00,Cancelled,1,0.0
1366,1366,1366,1366,2669,BHA282,Tumlingtar,Buddha Air,2023-04-09, 11:20:00,2023-04-09, 13:00:00,Landed,0,100.0
1367,1367,1367,1367,2670,BHA610,Pokhara,Buddha Air,2023-04-09, 12:20:00,2023-04-09, 13:26:00,Landed,0,66.0
1368,1368,1368,1368,2671,BHA954,Bhadrapur,Buddha Air,2023-04-09, 12:35:00,2023-04-09, 13:05:00,Landed,0,30.0
1369,1369,1369,1369,2672,6E1153,Delhi,IndiGo,2023-04-09, 13:05:00,2023-04-09, 12:55:00,Landed,1,-10.0
1370,1370,1370,1370,2673,BHA358,Bharatpur,Buddha Air,2023-04-09, 13:10:00,2023-04-09, 13:35:00,Landed,0,25.0
1371,1371,1371,1371,2674,SAU724,Biratnagar,Saurya Airlines,2023-04-09, 13:10:00,2023-04-09, 13:34:00,Landed,0,24.0
1372,1372,1372,1372,2675,WE319,Bangkok,THAI Smile,2023-04-09, 13:15:00,2023-04-09, 13:17:00,Landed,1,2.0
1373,1373,1373,1373,2676,AI247,Kolkata,Air India,2023-04-09, 13:35:00,2023-04-09, 13:12:00,Landed,1,-23.0
1374,1374,1374,1374,2677,SG7658,Kolkata,Spicejet,2023-04-09, 14:10:00,2023-04-09, 13:21:00,Landed,1,-49.0
1375,1375,1375,1375,2681,BHA612,Pokhara,Buddha Air,2023-04-09, 12:45:00,2023-04-09, 14:20:00,Landed,0,95.0
1376,1376,1376,1376,2682,BHA404,Nepalgunj,Buddha Air,2023-04-09, 13:45:00,2023-04-09, 14:02:00,Landed,0,17.0
1377,1377,1377,1377,2683,6E1157,Mumbai,IndiGo,2023-04-09, 14:20:00,2023-04-09, 14:09:00,Landed,1,-11.0
1378,1378,1378,1378,2684,FZ539,Dubai,Flydubai,2023-04-09, 15:00:00,2023-04-09, 14:35:00,Landed,1,-25.0
1379,1379,1379,1379,2688,BHA956,Bhadrapur,Buddha Air,2023-04-09, 13:45:00,2023-04-09, 15:16:00,Landed,0,91.0
1380,1380,1380,1380,2689,BHA606,Pokhara,Buddha Air,2023-04-09, 14:00:00,2023-04-09, 15:08:00,Landed,0,68.0
1381,1381,1381,1381,2690,BHA706,Biratnagar,Buddha Air,2023-04-09, 14:15:00,2023-04-09, 15:02:00,Landed,0,47.0
1382,1382,1382,1382,2691,AI215,Delhi,Air India,2023-04-09, 14:50:00,2023-04-09, 14:47:00,Landed,1,-3.0
1383,1383,1383,1383,2692,BHA654,Pokhara,Buddha Air,2023-04-09, 14:55:00,2023-04-09, 15:29:00,Landed,0,34.0
1384,1384,1384,1384,2693,BHA172,Rajbiraj,Buddha Air,2023-04-09, 15:00:00,2023-04-09, 15:27:00,Landed,0,27.0
1385,1385,1385,1385,2694,BHA374,Bharatpur,Buddha Air,2023-04-09, 15:00:00,2023-04-09, 15:24:00,Landed,0,24.0
1386,1386,1386,1386,2695,3L045,Abu Dhabi,Air Arabia Abu  Dhabi,2023-04-09, 15:10:00,2023-04-09, 14:56:00,Landed,1,-14.0
1387,1387,1387,1387,2696,6E1155,Delhi,IndiGo,2023-04-09, 15:30:00,2023-04-09, 15:11:00,Landed,1,-19.0
1388,1388,1388,1388,2699,BHA506,Janakpur,Buddha Air,2023-04-09, 15:05:00,2023-04-09, 16:28:00,Landed,0,83.0
1389,1389,1389,1389,2700,SAU726,Biratnagar,Saurya Airlines,2023-04-09, 15:20:00,2023-04-09, 16:12:00,Landed,0,52.0
1390,1390,1390,1390,2701,UK155,Delhi,Vistara,2023-04-09, 16:00:00,2023-04-09, 16:02:00,Landed,1,2.0
1391,1391,1391,1391,2706,BHA858,Bhairahawa,Buddha Air,2023-04-09, 15:05:00,2023-04-09, 16:45:00,Landed,0,100.0
1392,1392,1392,1392,2707,BHA376,Bharatpur,Buddha Air,2023-04-09, 15:30:00,2023-04-09, 16:41:00,Landed,0,71.0
1393,1393,1393,1393,2708,NYT782,Biratnagar,Yeti Airlines,2023-04-09, 15:30:00,2023-04-09, 17:30:00,Landed,0,120.0
1394,1394,1394,1394,2709,BHA656,Pokhara,Buddha Air,2023-04-09, 16:05:00,2023-04-09, 17:04:00,Landed,0,59.0
1395,1395,1395,1395,2710,QR646,Doha,Qatar Airways,2023-04-09, 16:45:00,2023-04-09, 17:03:00,Landed,1,18.0
1396,1396,1396,1396,2712,BHA958,Bhadrapur,Buddha Air,2023-04-09, 17:05:00,2023-04-09, 18:12:00,Landed,0,67.0
1397,1397,1397,1397,2713,BHA660,Pokhara,Buddha Air,2023-04-09, 18:00:00,2023-04-09, 18:38:00,Landed,0,38.0
1398,1398,1398,1398,2714,BHA562,Simara Airport,Buddha Air,2023-04-09, 18:20:00,2023-04-09, 18:35:00,Landed,0,15.0
1399,1399,1399,1399,2716,SHA738,Biratnagar,Shree Airlines,2023-04-09, 16:30:00,2023-04-09, 18:45:00,Landed,0,135.0
1400,1400,1400,1400,2717,BHA508,Janakpur,Buddha Air,2023-04-09, 17:00:00,2023-04-09, 18:50:00,Landed,0,110.0
1401,1401,1401,1401,2718,SHA226,Dhangadhi,Shree Airlines,2023-04-09, 17:25:00,2023-04-09, 19:13:00,Landed,0,108.0
1402,1402,1402,1402,2719,FZ575,Dubai,Flydubai,2023-04-09, 18:55:00,2023-04-09, 18:40:00,Landed,1,-15.0
1403,1403,1403,1403,2721,BHA408,Nepalgunj,Buddha Air,2023-04-09, 19:35:00,2023-04-09, 20:24:00,Landed,0,49.0
1404,1404,1404,1404,2722,BHA902,Bhadrapur,Buddha Air,2023-04-09, 19:45:00,2023-04-09, 20:30:00,Landed,0,45.0
1405,1405,1405,1405,2723,RA202,Mumbai,Nepal Airlines,2023-04-09, 19:55:00,2023-04-09, 19:57:00,Landed,1,2.0
1406,1406,1406,1406,2724,OD182,Kuala Lumpur,Batik Air,2023-04-09, 20:15:00,2023-04-09, 20:08:00,Landed,1,-7.0
1407,1407,1407,1407,2725,AI211,Delhi,Air India,2023-04-09, 20:35:00,2023-04-09, 20:12:00,Landed,1,-23.0
1408,1408,1408,1408,2726,OV425,Muscat,Salam Air,2023-04-09, 20:45:00,2023-04-09, 20:21:00,Landed,1,-24.0
1409,1409,1409,1409,2728,SHA436,Nepalgunj,Shree Airlines,2023-04-09, 18:15:00,2023-04-09, 21:06:00,Landed,0,171.0
1410,1410,1410,1410,2729,BHA714,Biratnagar,Buddha Air,2023-04-09, 19:55:00,2023-04-09, 21:10:00,Landed,0,75.0
1411,1411,1411,1411,2730,BHA808,Bhairahawa,Buddha Air,2023-04-09, 20:20:00,2023-04-09, 21:26:00,Landed,0,66.0
1412,1412,1412,1412,2731,BHA664,Pokhara,Buddha Air,2023-04-09, 20:25:00,2023-04-09, 21:41:00,Landed,0,76.0
1413,1413,1413,1413,2732,BHA410,Nepalgunj,Buddha Air,2023-04-09, 20:30:00,2023-04-09, 21:40:00,Landed,0,70.0
1414,1414,1414,1414,2733,H9891,Kuala Lumpur,Himalaya Airlines,2023-04-09, 20:50:00,2023-04-09, 21:02:00,Landed,1,12.0
1415,1415,1415,1415,2734,BHA810,Bhairahawa,Buddha Air,2023-04-09, 21:00:00,2023-04-09, 21:35:00,Landed,0,35.0
1416,1416,1416,1416,2735,BHA256,Dhangadhi,Buddha Air,2023-04-09, 20:35:00,2023-04-09, 21:54:00,Landed,0,79.0
1417,1417,1417,1417,2736,SQ442,Singapore,Singapore Airlines,2023-04-09, 22:00:00,2023-04-09, 21:45:00,Landed,1,-15.0
1418,1418,1418,1418,2737,G9530,Sharjah,Air Arabia,2023-04-09, 22:05:00,2023-04-09, 21:49:00,Landed,1,-16.0
1419,1419,1419,1419,2738,MH114,Kuala Lumpur,Malaysia Airlines,2023-04-09, 22:20:00,2023-04-09, 22:07:00,Landed,1,-13.0
1420,1420,1420,1420,2739,RA218,Delhi,Nepal Airlines,2023-04-09, 22:30:00,2023-04-09, 22:23:00,Landed,1,-7.0
1421,1421,1421,1421,2745,BHA718,Biratnagar,Buddha Air,2023-04-09, 21:10:00,2023-04-09, 22:46:00,Landed,0,96.0
1422,1422,1422,1422,2746,FZ573,Dubai,Flydubai,2023-04-09, 23:55:00,2023-04-09, 23:39:00,Landed,1,-16.0
1423,1423,1423,1423,2752,QR644,Doha,Qatar Airways,2023-04-10, 01:00:00,2023-04-10, 00:20:00,Landed,1,-40.0
1424,1424,1424,1424,2756,TK726,Istanbul,Turkish Airlines,2023-04-10, 06:05:00,2023-04-10, 06:26:00,Landed,1,21.0
1425,1425,1425,1425,2757,H9873,Kuala Lumpur,Himalaya Airlines,2023-04-10, 06:15:00,2023-04-10, 06:22:00,Landed,1,7.0
1426,1426,1426,1426,2758,KU391,Kuwait,Kuwait Airlines,2023-04-10, 06:20:00,2023-04-10, 06:37:00,Landed,1,17.0
1427,1427,1427,1427,2759,J9539,Kuwait,Jazeera,2023-04-10, 06:30:00,2023-04-10, 06:31:00,Landed,1,1.0
1428,1428,1428,1428,2760,SHA1601,Mountain Flight,Shree Airlines,2023-04-10, 07:05:00,2023-04-10, 07:31:00,Landed,0,26.0
1429,1429,1429,1429,2761,BHA100,Mountain Flight,Buddha Air,2023-04-10, 07:15:00,2023-04-10, 07:30:00,Landed,0,15.0
1430,1430,1430,1430,2762,BHA400,Mountain Flight,Buddha Air,2023-04-10, 07:15:00,2023-04-10, 07:21:00,Landed,0,6.0
1431,1431,1431,1431,2763,NYT1301,Mountain Flight,Yeti Airlines,2023-04-10, 07:30:00,2023-04-10, 07:35:00,Landed,0,5.0
1432,1432,1432,1432,2764,FZ1133,Dubai,Flydubai,2023-04-10, 07:50:00,2023-04-10, 07:39:00,Landed,1,-11.0
1433,1433,1433,1433,2769,SHA601,Mountain Flight,Shree Airlines,2023-04-10, 07:20:00,2023-04-10, 08:02:00,Landed,0,42.0
1434,1434,1434,1434,2770,BHA300,Mountain Flight,Buddha Air,2023-04-10, 07:30:00,2023-04-10, 07:54:00,Landed,0,24.0
1435,1435,1435,1435,2771,BHA552,Simara Airport,Buddha Air,2023-04-10, 07:45:00,2023-04-10, 07:57:00,Landed,0,12.0
1436,1436,1436,1436,2772,BHA352,Bharatpur,Buddha Air,2023-04-10, 08:00:00,2023-04-10, 08:10:00,Landed,0,10.0
1437,1437,1437,1437,2773,RA230,Dubai,Nepal Airlines,2023-04-10, 09:45:00,2023-04-10, 09:54:00,Completed,1,9.0
1438,1438,1438,1438,2774,6E1151,Delhi,IndiGo,2023-04-10, 09:50:00,2023-04-10, 09:50:00,Completed,1,0.0
1439,1439,1439,1439,2775,QR652,Doha,Qatar Airways,2023-04-10, 10:05:00,2023-04-10, 09:33:00,Completed,1,-32.0
1440,1440,1440,1440,2776,UK151,Mumbai,Vistara,2023-04-10, 10:30:00,2023-04-10, 10:30:00,Completed,1,0.0
1441,1441,1441,1441,2777,BG371,Dhaka,Biman Bangladesh,2023-04-10, 11:35:00,2023-04-10, 11:37:00,Landed,1,2.0
1442,1442,1442,1442,2778,BHA554,Simara Airport,Buddha Air,2023-04-10, 11:25:00,2023-04-10, 12:10:00,Landed,0,45.0
